userId,train,gt,rec_AMR_visual_max_k5
1042,"[5952, 6, 296, 1704, 65514, 2028, 1201, 7153]","[58559, 105504, 1961]","[1266.0, 5418.0, 3578.0, 1089.0, 608.0]"
1048,"[4993, 4995, 1036, 6934, 79132, 3362, 4776, 1193, 1961, 50, 1213, 64957, 318, 5952, 1089, 8529, 6874, 480, 608, 5989, 2028, 7153, 1266, 30707, 3578]","[5956, 89904, 858, 87520]","[7438.0, 1704.0, 58559.0, 527.0, 296.0]"
1052,"[1089, 1954, 1573, 1704, 296, 3147, 589, 1200, 1370, 318]","[1721, 150]","[420.0, 293.0, 4262.0, 1377.0, 356.0]"
1067,"[356, 1221, 1193, 5418, 1214]","[1584, 4022, 7153]","[296.0, 111.0, 1089.0, 480.0, 318.0]"
1101,"[1089, 4262, 122920, 128360, 48780, 912, 53972, 160438, 44665, 6874, 116797]","[58559, 2329]","[58559.0, 1206.0, 1704.0, 65514.0, 608.0]"
1103,"[1193, 1573]",[1201],"[1266.0, 4226.0, 7438.0, 1704.0, 318.0]"
1107,"[1089, 4776, 8529, 1721, 3578, 318]",[2959],"[1573.0, 1213.0, 356.0, 420.0, 165.0]"
1115,"[608, 1193, 1961, 2571, 2959, 111]",[858],"[6874.0, 858.0, 1214.0, 2011.0, 122892.0]"
1137,"[5219, 356, 1573, 1704, 3147, 111, 1200, 1214]","[296, 293, 1954]","[2011.0, 1206.0, 1089.0, 2028.0, 480.0]"
1140,"[1036, 527, 912, 1339, 1214]","[266, 1201, 111]","[1573.0, 318.0, 2571.0, 4085.0, 356.0]"
1146,"[608, 1089, 356, 1221, 589, 150, 1214]",[480],"[1200.0, 231.0, 296.0, 1704.0, 111.0]"
1149,"[97188, 103688, 128360, 2571, 1645, 134130, 122904]","[4226, 86644, 4022]","[109487.0, 1203.0, 48304.0, 50.0, 33794.0]"
1150,"[1089, 356, 1213]",[231],"[1704.0, 480.0, 3578.0, 296.0, 1573.0]"
1156,"[608, 1954, 904, 2028, 1266, 1214, 318]",[296],"[1193.0, 111.0, 1201.0, 3578.0, 150.0]"
1168,"[59369, 1227, 2959, 1201, 7153, 2329, 6874, 79132, 68157]","[4226, 3147]","[2571.0, 4995.0, 296.0, 4262.0, 7438.0]"
1171,"[608, 1193, 778, 1203]",[50],"[50.0, 1584.0, 1704.0, 111.0, 1619.0]"
1173,"[608, 4226, 293, 165, 296, 2411, 1201, 1619, 3510]","[4993, 1721]","[912.0, 553.0, 1213.0, 5956.0, 6.0]"
1184,"[1089, 296, 266, 586, 589, 527, 1200, 1584, 150, 1213, 318]",[1266],"[778.0, 356.0, 3578.0, 1704.0, 2011.0]"
1187,"[5952, 1036, 2959, 53972, 150, 116887, 79132, 68157, 318]","[6874, 2028, 7153, 4995]","[65514.0, 4995.0, 44665.0, 58559.0, 64030.0]"
1192,"[608, 5989, 165, 85414, 112552, 128360, 99114, 2028, 91630, 2959, 6863, 86644, 97304, 122904]","[1089, 2571, 589]","[6874.0, 50.0, 88140.0, 6.0, 1954.0]"
1203,"[5952, 1377, 4993, 4262, 36519, 99114, 80363, 586, 5418, 1997, 5810, 53972, 4085, 26294, 6934, 6365, 7387, 8861]","[5989, 2959, 1690, 5254, 78772]","[608.0, 93363.0, 111364.0, 162350.0, 5995.0]"
1208,"[4993, 165, 2028, 2959, 912, 150, 3510, 2329, 858, 79132, 318, 58559]","[296, 7438]","[2571.0, 293.0, 4223.0, 97304.0, 1200.0]"
1209,"[608, 4226, 4995, 1573, 2571, 858, 1213]",[3916],"[1203.0, 1036.0, 1721.0, 6874.0, 1193.0]"
1214,"[1377, 420, 1221, 356, 1573, 1201, 1370]","[1213, 1200, 1704]","[858.0, 30707.0, 480.0, 4022.0, 1193.0]"
1219,"[5952, 1221, 1704, 1193, 2028, 527, 111, 2959, 1266, 1203, 1214]",[356],"[50.0, 4226.0, 296.0, 904.0, 4995.0]"
1222,"[1252, 1704, 1036, 589, 527, 2167, 1213]","[778, 266]","[608.0, 4022.0, 2011.0, 778.0, 586.0]"
1223,"[3362, 1252, 293, 7438, 1201, 3578, 318]","[4226, 2028, 58559]","[1193.0, 527.0, 31364.0, 50.0, 1573.0]"
1224,"[122912, 318, 4226, 4995, 5956, 356, 33794, 105504, 4776, 115210, 3147, 2571, 111759, 50, 122900, 114935, 6365, 1214]","[1704, 99114, 103249]","[85414.0, 1089.0, 58559.0, 1704.0, 7438.0]"
1228,"[4993, 48780, 93838, 122904, 3362, 1954, 162082, 165, 293, 1193, 5418, 162606, 1584, 1203, 105653, 3510, 1339, 318, 6979, 1221, 5574, 88140, 79695, 8665, 480, 1377, 356, 91630, 1266, 30707, 4084, 86644, 2167, 139644]","[189333, 420, 2571, 200818, 87520, 97304, 146656]","[1573.0, 50.0, 589.0, 81932.0, 111781.0]"
1232,"[4993, 4226, 6979, 112552, 59369, 130634, 109487, 111759, 4022, 142488, 2011, 116797]","[65682, 6934, 2959, 5952, 33794]","[85414.0, 189333.0, 1721.0, 122882.0, 122920.0]"
1242,"[7438, 1584, 7153, 3578, 6365]","[4993, 318, 1206]","[4993.0, 4022.0, 1704.0, 296.0, 231.0]"
1243,"[420, 356, 34150, 1036, 48304, 6548, 8665, 6874]","[56145, 7438, 4776, 65682, 4262]","[231.0, 1573.0, 318.0, 1339.0, 1690.0]"
1254,"[68157, 296, 778, 527, 50, 57528, 3578, 2011, 6365, 1214, 58559]","[2028, 111, 33794, 5989]","[589.0, 6.0, 4226.0, 7438.0, 608.0]"
1260,"[1266, 356, 293]","[553, 1089, 1377]","[1573.0, 1584.0, 231.0, 527.0, 6.0]"
1273,"[4226, 5254, 904, 1193, 2411, 2028, 1645, 3147, 1584, 50, 1266, 1339, 6365, 318]","[2011, 5219]","[608.0, 1704.0, 4995.0, 1997.0, 589.0]"
1277,"[1089, 293, 904, 2571, 2959, 1200, 1721, 1690, 858]",[1221],"[2011.0, 318.0, 6874.0, 1954.0, 4993.0]"
1281,"[105504, 122882, 162082, 111364, 5989, 1252, 2329, 1704, 293, 99114, 8665, 76175, 1206, 1721]","[103688, 158966, 88140, 109848, 5995, 97304]","[1997.0, 6874.0, 7438.0, 122892.0, 2959.0]"
1288,"[356, 6534, 231, 106491, 91974, 53996, 589, 527, 65682, 42738, 86644, 138036, 69526, 53464, 7387]","[110102, 168248, 111759, 1370, 60040, 57528, 2167]","[6550.0, 480.0, 4022.0, 8985.0, 53972.0]"
1289,"[5952, 1089, 4226, 4993, 1252, 5254, 7438, 527, 1584, 111, 50, 1206, 2167, 6874]","[33794, 1200, 4262, 1201, 7153, 7387, 2959, 1997]","[1704.0, 608.0, 58559.0, 1193.0, 778.0]"
1290,"[356, 1221, 8861, 2571, 2959, 6548, 3578, 6365]","[1213, 1645, 6874]","[6874.0, 231.0, 1721.0, 4776.0, 5254.0]"
1298,"[608, 1201, 1721, 1214]",[1961],"[480.0, 1704.0, 1193.0, 4022.0, 2011.0]"
1305,"[480, 4226, 356, 5989, 59369, 553, 3178, 2409, 1645, 527, 2959, 1203, 3510, 1213, 318]","[3578, 4993, 858]","[6.0, 4262.0, 165.0, 1721.0, 50.0]"
1307,"[1089, 4993, 111781, 4262, 119145, 99114, 88140, 53996, 111, 134130, 3578, 1206, 6934, 122904, 6874, 116797]","[122920, 171763, 1370, 1954, 109487, 4226]","[122892.0, 103249.0, 112552.0, 778.0, 5952.0]"
1319,"[4995, 5989, 293, 5254, 1201, 4085, 2167, 2329, 3578, 2011]","[1252, 318, 33794]","[1036.0, 6365.0, 3147.0, 904.0, 527.0]"
1329,"[4226, 4995, 356, 6, 1704, 296, 3147, 2028, 2959, 50, 3578]","[1721, 6979]","[231.0, 5418.0, 318.0, 1193.0, 480.0]"
1330,"[4995, 293, 2409, 5418, 48780, 589, 7438, 8665, 6874]","[50, 5952, 4226]","[2011.0, 4993.0, 480.0, 1961.0, 1721.0]"
1335,"[5952, 33794, 356, 1221, 6, 97752, 112552, 5995, 109487, 3578, 30707, 50, 150, 6934, 97304, 858, 57528, 102686]","[6365, 105504, 293, 8529]","[527.0, 4262.0, 122882.0, 296.0, 6874.0]"
1337,"[33794, 2028, 527, 7153, 4022]","[3578, 4993, 5952]","[2571.0, 480.0, 5995.0, 2959.0, 1721.0]"
1338,"[4776, 59369, 2571, 8665, 2028, 162606, 1645, 5810, 2329, 58559]","[778, 111781, 122882, 3578]","[6365.0, 4262.0, 2023.0, 6.0, 318.0]"
1339,"[2028, 318]",[589],"[480.0, 1961.0, 296.0, 858.0, 608.0]"
1342,"[4995, 68157, 1221, 904, 1193, 112552, 2571, 81932, 5418, 109487, 69526, 2329, 858, 7387, 116797, 1214]","[8665, 1200, 96432, 5952, 4223, 4226]","[1227.0, 2959.0, 1203.0, 296.0, 778.0]"
1344,"[5952, 4993, 122882, 33794, 114180, 111781, 5418, 150, 97752, 6874, 68157]","[85414, 138036, 79695]","[4995.0, 65514.0, 318.0, 115149.0, 79132.0]"
1358,"[4226, 1221, 296, 2028, 44665, 3578, 858, 318]",[6548],"[1213.0, 50.0, 1214.0, 3147.0, 111759.0]"
1362,"[293, 3178, 1227, 589, 527, 1721, 318]","[296, 1089, 1193]","[778.0, 1036.0, 356.0, 904.0, 50.0]"
1367,"[2011, 53996, 589, 1584, 8529, 3578, 1206, 6934, 4022, 1721, 858, 1339]","[2959, 1704, 3147, 5952, 4226]","[3147.0, 1573.0, 1193.0, 2959.0, 1645.0]"
1371,[],[480],[]
1382,"[4993, 4995, 165, 1203, 318]","[4223, 1573, 1954, 3916]","[1036.0, 3916.0, 1721.0, 30707.0, 5989.0]"
1384,"[904, 112552, 2571, 7153, 50, 6934, 1721, 2011, 79132]","[68157, 6365]","[109487.0, 112370.0, 7438.0, 122882.0, 33794.0]"
1387,"[1370, 111]",[1036],"[2011.0, 1221.0, 1704.0, 1089.0, 4993.0]"
1397,"[1214, 231]",[608],"[480.0, 608.0, 2571.0, 6365.0, 4993.0]"
1401,"[4993, 904, 122900, 150, 6550, 2329, 165, 293, 1704, 99114, 109487, 1203, 4022, 68157, 116797, 185029, 3147, 6863, 53972, 858, 7387, 6874, 1252, 34150, 2409, 2028, 111, 42738, 139385]","[139642, 2411, 114180, 5995, 1954, 91978]","[30707.0, 778.0, 2959.0, 318.0, 1721.0]"
1402,"[608, 293, 296, 778, 111, 50, 858]",[527],"[1704.0, 1193.0, 1213.0, 1089.0, 4022.0]"
1409,"[4995, 4776, 904, 59369, 53996, 1201, 7153, 4022, 1370, 3198, 4223]",[8529],"[2571.0, 1203.0, 5418.0, 6365.0, 4085.0]"
1418,"[2571, 4995, 589, 1206]",[5254],"[4993.0, 6365.0, 3147.0, 6874.0, 318.0]"
1428,"[4226, 778, 2329, 79132, 1954, 48304, 177593, 1339, 1213, 64957, 5956, 8529, 103249, 6874, 5989, 2023, 5995, 7153, 4085]",[1377],"[296.0, 1089.0, 139385.0, 1206.0, 2571.0]"
1436,"[608, 356, 1221, 6, 1036, 912, 1201, 50]","[111, 266]","[111.0, 1704.0, 1193.0, 1214.0, 296.0]"
1442,"[5952, 1089, 1961, 5418, 3147, 2028, 527, 2959, 50, 53972, 4085, 110102, 58559]","[480, 4223]","[85414.0, 4993.0, 318.0, 4995.0, 608.0]"
1453,"[33794, 296, 7438, 42738, 1203]",[4995],"[2571.0, 2959.0, 69526.0, 57528.0, 58559.0]"
1463,"[33794, 91974, 5254, 117895, 88140, 527, 2959, 7153, 8529, 134130, 6548, 4022, 97304, 44665, 858, 68157]","[356, 110102, 122904, 1214]","[4995.0, 1961.0, 111759.0, 5956.0, 103249.0]"
1474,"[1954, 356, 5956, 60040, 4776, 2959, 48304, 4084, 6548, 150, 1206, 44665, 7387]","[318, 1200]","[1227.0, 5418.0, 5574.0, 231.0, 6.0]"
1475,"[1221, 2329, 5989, 7438, 2959, 527, 50, 1721]","[150, 165]","[296.0, 4995.0, 318.0, 2571.0, 1203.0]"
1477,"[33794, 1954, 6534, 122920, 1227, 122892, 2571, 30707, 116797, 58559]","[858, 2023, 60040]","[2959.0, 34150.0, 6874.0, 7153.0, 7438.0]"
1478,"[1089, 1954, 356, 904, 2411, 1201, 1266, 138036, 97304, 2329, 1214]",[1213],"[480.0, 111.0, 4776.0, 2410.0, 1370.0]"
1480,"[5952, 33794, 1573, 122920, 122892, 1645, 589, 2959, 7438, 4085, 177593, 68157, 1214]","[4226, 134130, 111759, 4993, 110102, 1200]","[1704.0, 2011.0, 171763.0, 1221.0, 4993.0]"
1482,"[480, 1954, 1573, 1704, 5418, 1997, 589, 2959, 1200, 1266, 1206, 1721, 3578, 1213]","[778, 6]","[1193.0, 165.0, 1089.0, 5989.0, 2011.0]"
1484,"[169984, 4226, 33794, 6, 109578, 122900, 1954, 50, 1206, 1213, 64957, 318, 79695, 1370, 356, 1252, 231, 2409, 119145, 30707, 86644, 114935, 139644]","[57528, 53464, 6534, 7153, 2410]","[1089.0, 4262.0, 139385.0, 5995.0, 171763.0]"
1488,"[608, 4226, 1961, 778, 5418, 7153, 4085]","[1954, 33794, 3147]","[1704.0, 2571.0, 4995.0, 293.0, 1213.0]"
1492,"[1089, 2023, 589, 1201, 50, 1206, 2329, 1213]","[2959, 4993]","[1193.0, 111.0, 296.0, 1704.0, 1221.0]"
1494,"[293, 150, 1221, 1214]",[6],"[111.0, 1200.0, 1089.0, 6365.0, 2028.0]"
1503,"[192385, 4993, 103688, 122890, 115210, 188301, 122912, 122920, 109487, 58559, 5952, 185029, 5574, 88140, 200540, 6754, 5219, 119145, 91630, 7153, 200818]","[1339, 110102, 195163, 2571, 3147, 34150, 189333]","[122900.0, 93363.0, 111364.0, 114180.0, 111.0]"
1507,"[1089, 122882, 4995, 4993, 1704, 48780, 2028, 109487, 122904, 858, 79132, 4223]","[134130, 4226, 1206]","[1266.0, 68157.0, 2023.0, 97304.0, 5989.0]"
1513,"[420, 6, 231, 1036, 1213]",[1214],"[1377.0, 553.0, 589.0, 1721.0, 1573.0]"
1520,"[122920, 103688, 91978, 5995, 80363, 111759, 109487, 96691, 122900, 97752, 173145]","[2571, 114180]","[114795.0, 117895.0, 122882.0, 111364.0, 93363.0]"
1526,"[586, 1645, 2959, 4085, 1721]","[6365, 2011]","[1704.0, 1213.0, 912.0, 608.0, 4226.0]"
1527,"[1193, 1961, 150, 2011, 1214]","[1997, 858, 527]","[111.0, 5989.0, 904.0, 6863.0, 1997.0]"
1533,"[5952, 33794, 4995, 589, 8529, 1721, 6934, 122904, 2329, 58559]","[53972, 122920, 527]","[4993.0, 109487.0, 79132.0, 7438.0, 122882.0]"
1535,"[4993, 33794, 1961, 99114, 3147, 111759, 7153, 93363, 110102]","[5995, 122904]","[34150.0, 53996.0, 6365.0, 88140.0, 5574.0]"
1541,"[1573, 99114, 80363, 122892, 1997, 527, 76175, 78772, 3578]","[4995, 116797]","[293.0, 73808.0, 111364.0, 176937.0, 56145.0]"
1543,"[177593, 105355]",[97752],"[8638.0, 185029.0, 162082.0, 200818.0, 158966.0]"
1544,"[608, 5952, 1089, 1221, 296, 1193, 5995, 6934, 1370, 858]","[1200, 1214]","[1704.0, 111.0, 4993.0, 1206.0, 6.0]"
1552,"[480, 1721, 50, 296]","[318, 231]","[2571.0, 4995.0, 4022.0, 231.0, 7438.0]"
1553,"[608, 1252, 2028, 1200, 1213]","[318, 904, 1036, 778]","[1704.0, 2571.0, 1193.0, 589.0, 1221.0]"
1556,"[356, 296, 1036, 1214, 318]","[2028, 858, 2959]","[480.0, 2028.0, 2571.0, 1089.0, 1200.0]"
1578,"[1089, 60040, 119145, 99114, 122920, 3916, 59369, 91630, 2959, 48304, 6934, 858, 1213]","[33794, 586, 111, 293]","[5574.0, 7438.0, 50.0, 115149.0, 111759.0]"
1585,"[1089, 4262, 34150, 6534, 1704, 5254, 48780, 122892, 1036, 103249, 112370, 69526]",[58559],"[122900.0, 1206.0, 79695.0, 1573.0, 778.0]"
1589,"[1089, 60040, 1193, 99114, 1704, 122892, 1997, 7438, 79132, 58559]",[589],"[293.0, 112552.0, 778.0, 50.0, 69526.0]"
1592,"[1704, 586, 778, 2028, 912, 7153, 1584, 4022]",[296],"[608.0, 5995.0, 1193.0, 1266.0, 2959.0]"
1599,"[608, 356, 1252, 2571, 1036, 858]","[904, 527, 2028]","[6874.0, 296.0, 1573.0, 50.0, 1200.0]"
1604,"[33794, 4995, 6874, 1573, 296, 3178, 2959, 1206, 1721, 1370]",[4085],"[1997.0, 6.0, 2571.0, 2411.0, 7153.0]"
1606,"[480, 608, 33794, 1252, 4776, 296, 5418, 2571, 7438, 527, 912, 1213, 6365]","[5995, 50, 2959]","[1704.0, 1193.0, 111.0, 6874.0, 58559.0]"
1609,"[480, 231, 111, 1206, 2329, 3578, 2011]","[4995, 5989]","[1089.0, 1721.0, 3147.0, 778.0, 1227.0]"
1610,"[480, 420, 1573, 356, 2023, 231, 2409, 3578, 1213]","[4085, 2410, 2329, 318]","[586.0, 1377.0, 1721.0, 1200.0, 2329.0]"
1612,"[608, 1089, 1954, 4993, 4226, 2023, 2028, 912, 50, 1266, 4084, 4085, 1339, 58559]","[3578, 2011, 8665]","[2571.0, 1370.0, 527.0, 111.0, 1690.0]"
1616,"[586, 1721, 3510, 2329, 64957]","[158966, 5952]","[356.0, 1089.0, 50.0, 3147.0, 3578.0]"
1639,"[33794, 111364, 103688, 42738, 110102, 64983, 1721, 6874]",[2571],"[2959.0, 8985.0, 85414.0, 175303.0, 90522.0]"
1644,"[5952, 1089, 420, 5254, 34150, 2011, 1036, 1997, 2959, 1584, 30707, 1721, 8665, 1370, 1339]","[6548, 1377, 5810, 1704]","[1573.0, 1704.0, 1206.0, 4776.0, 4993.0]"
1652,"[4226, 94985, 2571, 7438, 527, 3362, 122914, 111781, 165, 36519, 1704, 99114, 109487, 48304, 50, 1203, 1721, 1214, 1227, 3916, 115149, 80846, 79695, 589, 159061, 8665, 480, 5989, 59369, 2410, 2411, 2028, 84601, 139644]","[76175, 122904, 904, 1089, 1370, 1201, 89904, 4085, 318, 175303, 103688, 6, 1252, 8638, 115210]","[1573.0, 1193.0, 904.0, 168248.0, 1645.0]"
1672,"[1089, 1193, 2028, 589, 1584]",[150],"[1704.0, 1266.0, 778.0, 4226.0, 2011.0]"
1675,"[1089, 1252]","[1961, 1203]","[608.0, 1704.0, 111.0, 296.0, 912.0]"
1676,"[1221, 33794, 4084, 589]","[3147, 7153, 88140, 1370, 110102, 91630, 4085]","[6.0, 1370.0, 1036.0, 30707.0, 4262.0]"
1677,"[5952, 589, 8529, 858, 4223]","[58559, 1213, 2329]","[2167.0, 4995.0, 1193.0, 3578.0, 2028.0]"
1680,[],[2409],[]
1684,"[296, 480, 293]",[1573],"[6.0, 1377.0, 165.0, 589.0, 2011.0]"
1686,"[608, 1377, 1573, 6, 2409, 266, 2167]",[1704],"[589.0, 1690.0, 553.0, 1721.0, 420.0]"
1688,"[480, 165, 296, 2571, 1584, 50, 150, 1339, 1214]",[1221],"[1200.0, 56145.0, 1036.0, 608.0, 231.0]"
1691,"[59369, 8638, 5989, 1214]","[97304, 111, 2329, 50]","[31364.0, 527.0, 4223.0, 115210.0, 150.0]"
1693,"[480, 7153, 6874, 68157, 318]","[114180, 122892, 58559]","[1704.0, 58559.0, 33794.0, 2571.0, 4995.0]"
1695,"[1089, 165, 1201, 1206, 2329, 6874]","[1252, 1961, 50, 33794]","[4262.0, 1704.0, 6365.0, 4776.0, 296.0]"
1696,"[318, 356, 111781, 122920, 119145, 7438, 109487, 111759, 1200, 6874, 79132, 858, 1214]",[48780],"[2028.0, 1573.0, 97304.0, 1206.0, 4993.0]"
1704,"[4993, 4226, 296, 778, 586, 2959, 50, 4022, 3578]","[904, 2028, 1252]","[608.0, 4995.0, 231.0, 318.0, 1584.0]"
1709,"[5989, 6, 231, 1961, 7438, 2959, 7153, 4022, 1721, 79132]","[4262, 1089]","[5995.0, 4995.0, 1954.0, 6365.0, 33794.0]"
1711,"[5952, 34150, 91630, 7153, 103249, 86644, 122904, 1370]","[115149, 48304]","[115149.0, 33794.0, 53972.0, 3510.0, 4993.0]"
1717,"[1377, 356, 589, 1690, 318]","[1089, 586]","[1573.0, 231.0, 293.0, 1339.0, 1721.0]"
1735,"[5952, 4993, 5989, 117895, 115210, 122892, 109487, 7153, 50, 122900, 160438, 97304, 68157]","[134130, 2959, 91630, 110102]","[116797.0, 111.0, 480.0, 1214.0, 1206.0]"
1743,[356],[1704],"[1721.0, 231.0, 480.0, 266.0, 318.0]"
1745,"[169984, 1089, 356, 111364, 85414, 122920, 60040, 130634, 93838, 1200, 158966, 858, 1213]","[122882, 53972, 115149, 48780]","[293.0, 6874.0, 1377.0, 114795.0, 109848.0]"
1746,"[356, 4776, 5995, 81932, 2028, 7438, 90522, 527, 162606, 589, 200818, 1584, 2959, 6874, 858]","[293, 168248, 105504, 97188, 42738, 44665]","[1573.0, 2023.0, 1193.0, 1201.0, 1266.0]"
1748,"[95875, 4995, 111364, 6, 5254, 101895, 109578, 266, 912, 6548, 2329, 36519, 296, 1961, 553, 4776, 162606, 50, 116797, 5952, 91978, 3147, 103249, 104913, 8665, 6365, 4084, 86644, 84601, 139642]","[94985, 1573, 122920, 44665, 1036, 3916, 1339]","[3510.0, 3578.0, 7153.0, 2023.0, 5574.0]"
1758,"[53996, 7438, 1584, 56145, 1200, 3578, 1214]","[1377, 7153, 58559]","[50.0, 2028.0, 4776.0, 5952.0, 8665.0]"
1759,"[912, 1203, 527]",[1721],"[1036.0, 4226.0, 1193.0, 111.0, 1213.0]"
1778,"[4995, 128360, 5418, 111, 527, 1201, 3578, 1213, 318, 102686]","[293, 1221, 64957, 3147]","[858.0, 1266.0, 142488.0, 53972.0, 6874.0]"
1788,"[7438, 111759, 65682, 6934, 2329, 79132, 64030, 296, 1193, 26294, 68157, 88140, 6863, 79695, 858, 6365, 4084, 2167, 3578]",[5952],"[1227.0, 69526.0, 57528.0, 6548.0, 1619.0]"
1800,"[5952, 356, 1704, 3147, 2571, 1206, 1721, 6365]",[3578],"[4993.0, 5418.0, 5995.0, 4022.0, 2959.0]"
1807,"[480, 1573, 1036, 3578, 1214]",[1200],"[2028.0, 1193.0, 1200.0, 1690.0, 2011.0]"
1822,"[480, 122882, 4226, 5989, 165, 1573, 122920, 119145, 122890, 109578, 3916, 2028, 527, 6863, 111759, 160438, 68157]","[79132, 88140]","[109487.0, 160980.0, 6534.0, 8665.0, 60040.0]"
1829,[586],[1377],"[231.0, 608.0, 480.0, 2571.0, 1377.0]"
1831,"[608, 1377, 4995, 165, 1573, 293, 2410, 7153, 50, 30707, 4022, 150, 8665, 79132, 1213, 318]","[480, 8529, 5418, 6365]","[480.0, 2571.0, 6365.0, 128360.0, 527.0]"
1833,"[33794, 296, 3916, 1997, 2959, 527, 8529, 6863, 1201, 3510, 1721, 318]","[356, 6548, 2011, 7438, 2571, 1645, 5810]","[1961.0, 1193.0, 4995.0, 858.0, 586.0]"
1835,"[6754, 4995, 91974, 4776, 59369, 1036, 81932, 48780, 79695, 1584, 7153, 8665, 3578]",[69526],"[30707.0, 2167.0, 65682.0, 480.0, 6365.0]"
1837,"[904, 5995, 2028, 2959, 7153, 30707, 1206, 2329, 318]",[5952],"[1721.0, 4993.0, 1089.0, 1645.0, 1203.0]"
1843,"[608, 5952, 1704, 296, 3147, 912, 30707, 4022, 6874]","[3578, 480, 4226, 150]","[318.0, 2959.0, 778.0, 64957.0, 4995.0]"
1847,"[1200, 266, 1221]","[1954, 589, 318]","[1573.0, 2571.0, 231.0, 1214.0, 50.0]"
1854,"[608, 1704, 296, 2028, 527, 50, 4084, 4022, 1370, 2011]","[2959, 1089, 2411, 1573]","[111.0, 1584.0, 1221.0, 1252.0, 2571.0]"
1855,"[608, 5952, 356, 1704, 5418, 3147, 1036, 586, 2571, 912, 4022, 1339]","[1089, 318]","[1266.0, 778.0, 1573.0, 111.0, 318.0]"
1857,"[105504, 4993, 5956, 85414, 586, 99114, 1036, 115149, 5418, 2959, 200818, 53972, 6934, 177593, 318]","[48780, 33794, 116977, 589, 2011]","[97304.0, 2028.0, 858.0, 122920.0, 122882.0]"
1866,"[4993, 109578, 1036, 79132, 102686, 293, 113573, 296, 1193, 109487, 89904, 1089, 5574, 589, 79695, 6863, 858, 5219, 356, 119145, 2028, 84601, 111743]","[59369, 4223, 4022, 112370, 778, 30707, 1690]","[2571.0, 1266.0, 1200.0, 111.0, 586.0]"
1869,"[33794, 5989, 4262, 296, 1704, 1997, 2959, 1200, 134130, 160980, 6874, 318, 58559]","[68157, 1227, 104913, 608, 3362, 356, 3178, 7438, 91630]","[5810.0, 4995.0, 4226.0, 4223.0, 50.0]"
1870,"[356, 3147, 2028, 1200, 4085, 8665, 6365, 1214]","[1704, 4022, 5989, 231, 165]","[608.0, 1704.0, 165.0, 293.0, 231.0]"
1881,"[480, 1221, 4262, 5574, 4776, 34150, 586, 296, 1036, 2028, 1370, 2959, 6934, 150, 44665, 6874, 6365]","[81932, 858, 99114, 59369, 7153]","[231.0, 2571.0, 1573.0, 4022.0, 7438.0]"
1883,"[105504, 87520, 356, 119145, 99114, 104913, 44665, 116797, 111743]","[114180, 85414]","[138036.0, 112552.0, 109487.0, 105355.0, 2329.0]"
1886,"[5989, 1573, 36519, 2571, 2028, 3147, 6863, 1721, 3198, 64957, 1214]",[97304],"[6.0, 480.0, 6365.0, 7153.0, 1954.0]"
1889,"[1089, 296, 904, 586, 1584, 1206, 1721]","[1339, 608]","[231.0, 356.0, 1573.0, 1227.0, 1377.0]"
1894,"[1377, 553, 586, 3916, 2959, 1200, 150, 4022, 1214]","[2167, 589]","[480.0, 318.0, 231.0, 912.0, 608.0]"
1899,"[480, 1954, 5989, 1704, 2409, 5418, 1961, 296, 589, 527, 111, 50, 1214, 318, 58559]","[1645, 266, 6534]","[1089.0, 2028.0, 778.0, 165.0, 6.0]"
1920,"[33794, 5254, 2571, 122892, 188301, 76175, 2959, 111759, 69526, 6934, 150, 114713, 122912, 1954, 165, 85414, 193958, 1704, 1193, 1961, 168366, 96432, 78772, 3510, 1227, 3916, 3147, 173145, 6874, 1645, 4085]","[79132, 86644, 110102, 1221, 7387, 112552, 53972, 122882, 68157]","[34150.0, 168248.0, 2011.0, 6548.0, 53996.0]"
1924,"[4993, 4995, 1252, 165, 1193, 150, 1206, 1721]",[858],"[1704.0, 904.0, 608.0, 5995.0, 318.0]"
1932,"[5952, 608, 5989, 2959, 4022, 122904, 6874, 858]","[115149, 5956]","[34150.0, 2571.0, 589.0, 2011.0, 2028.0]"
1935,"[608, 1954, 356, 4262, 296, 778, 2571, 2028, 1266, 1690, 2011, 858, 318]","[1961, 5810]","[6.0, 589.0, 1089.0, 293.0, 68157.0]"
1946,"[912, 4993, 7153]","[1573, 1961]","[2571.0, 480.0, 2959.0, 5995.0, 608.0]"
1950,"[1089, 1954, 1193, 586, 2571, 527, 858, 318]",[904],"[50.0, 1573.0, 3147.0, 2028.0, 4262.0]"
1956,"[608, 480, 4995, 1252, 296, 912, 50, 4085, 1721]",[356],"[2571.0, 1704.0, 4226.0, 2410.0, 3916.0]"
1963,"[105504, 356, 185029, 296, 176937, 122892, 115149, 162606, 111759, 134130, 1213, 114935, 177497, 116797]","[6365, 157699, 111364]","[160980.0, 177593.0, 171763.0, 109487.0, 122900.0]"
1965,"[608, 356, 128360, 1704, 115210, 2571, 81932, 1036, 109487, 1201, 134130, 97304, 44665, 3578, 79132, 116797, 64957]","[3147, 48780, 7153, 589, 162606, 50]","[111759.0, 50.0, 111.0, 2028.0, 1214.0]"
1973,"[608, 122920, 2571, 122892, 1036, 7438, 1997, 1206, 110102]","[79132, 103688]","[1214.0, 6874.0, 293.0, 122882.0, 527.0]"
